artist_name,track_name,release_date,genre,lyrics
Billie Holiday,Blue Moon,1956,soul,"Blue moon You saw me standing alone Without a dream in my heart Without a love of my own [Verse 2] Blue moon You knew just what I was there for You heard me saying a prayer for Someone I really could care for [Bridge] And then there suddenly appeared before me The only one my arms will ever hold I heard somebody whisper, ""Please adore me"" And when I looked, the moon had turned to gold [Verse 3] Blue moon Now I'm no longer alone Without a dream in my heart Without a love of my own [Instrumental Break] [Verse 1] Blue moon You saw me standing alone Without a dream in my heart Without a love of my own [Verse 2] Blue moon You knew just what I was there for You heard me saying a prayer for Someone I really could care for [Bridge] And then there suddenly appeared before me The only one my arms will ever hold I heard somebody whisper, ""Please adore me"" And I looked, the moon had turned to gold [Verse 3] Blue moon Now I'm no longer alone Without a dream in my heart Without a love of my own [Outro] Blue moon"
Stevie Wonder,Isn't She Lovely,1976,soul,"Isn't she lovely? Isn't she wonderful? Isn't she precious? Less than one minute old I never thought through love, we'd be Making one as lovely as she But isn't she lovely? Made from love [Verse 2] Isn't she pretty? Truly the angel's best Boy, I'm so happy We have been heaven blessed I can't believe what God has done Through us, He's given life to one But isn't she lovely? Made from love [Harmonica Solo] [Verse 3] Isn't she lovely? Life and love are the same Life is Aisha The meaning of her name Londie, it could have not been done Without you who conceived the one That's so very lovely, made from love [Instrumental Outro]"
Anastacia,Left Outside Alone,2004,soul,"All my life I've been waiting For you to bring a fairy tale my way Been living in a fantasy without meaning It's not okay I don't feel safe I don't feel safe [Verse 1] Left broken, empty and in despair Wanna breathe, can't find air Thought you were sent from up above But you and me never had love So much more I have to say Help me find a way [Chorus] And I wonder if you know how it really feels To be left outside alone when it's cold out here Well, maybe you should know just how it feels To be left outside alone To be left outside alone [Post-Chorus] I tell you, all my life I've been waiting For you to bring a fairy tale my way Been living in a fantasy without meaning It's not okay, I don't feel safe I need to pray [Verse 2] Why do you play me like a game? Always someone else to blame Careless, helpless little man Someday I might understand There's not much more to say But I hope you find a way [Chorus] Still, I wonder if you know how it really feels To be left outside alone when it's cold out here Well, maybe you should know just how it feels To be left outside alone To be left outside alone [Post-Chorus] I tell you, all my life I've been waiting For you to bring a fairy tale my way Been living in a fantasy without meaning It's not okay, I don't feel safe I need to pray [Bridge] Heavenly father Please, heavenly father (save me) Oh, save me [Chorus] And I wonder if you know how it really feels To be left outside alone when it's cold out here Well, maybe you should know just how it feels To be left outside alone To be left outside alone I said, I said, I wonder if you know how it really feels To be left outside alone when it's cold out here Well, maybe you should know just how it feels To be left outside alone To be left outside alone [Post-Chorus] All my life I've been waiting For you to bring a fairy tale my way Been living in a fantasy without meaning It's not okay, I don't feel safe I need to pray"
Dionne Warwick,Walk on By,1964,soul,"If you see me walkin' down the street And I start to cry each time we meet Walk on by Walk on by [Pre-Chorus] Make believe that you don't see the tears Just let me grieve In private 'cause each time I see you I break down and cry [Chorus] Walk on by (Don't stop) Walk on by (Don't stop) Walk on by [Verse 2] I just can't get over losin' you And so if I seem broken and blue Walk on by Walk on by [Pre-Chorus] Foolish pride, that's all that I have left So let me hide The tears and the sadness you gave me When you said goodbye [Chorus] Walk on by (Don't stop) Walk on by (Don't stop) Walk on by (Don't stop) Walk on [Instrumental Break] [Refrain] Walk on by, walk on by [Pre-Chorus] Foolish pride, that's all that I have left So let me hide The tears and the sadness you gave me When you said goodbye [Chorus] Walk on by (Don't stop) Walk on by (Don't stop) [Outro] Now you really gotta go, so walk on by (Don't, don't stop) Baby, leave, you'll never see the tears I cry (Don't, don't stop) Now you really gotta go, so walk on by (Don't, don't stop) Baby, leave, you'll never see the tears I cry (Don't, don't stop) Now you really gotta go, so walk on by (Don't, don't stop) Baby, leave, you'll never see the tears I cry (Don't, don't stop) Now you really gotta go, so walk on by (Don't, don't stop)"
Joel Adams,Please Don't Go,2015,soul,"Mmm, mmm, mmm Mmm, mmm, mmm Mmm, mmm, mmm Mmm, mmm, mmm [Verse 1] Nobody ever knows Nobody ever sees I left my soul back then, now I'm too weak [Pre-Chorus] Most nights I pray for you to come home (Mm) Praying to the Lord Praying for my soul [Chorus] Now please don't go Most nights I hardly sleep when I'm alone Now please don't go, oh no I think of you whenever I'm alone So please don't go [Post-Chorus] Mmm, mmm, mmm Mmm, mmm, mmm [Verse 2] 'Cause I don't ever wanna know (Oh) Don't ever wanna see things change 'Cause when I'm living on my own I wanna take it back and start again [Pre-Chorus] Most nights I pray for you to come home (Home) I'm praying to the Lord Praying for my soul [Chorus] Now please don't go Most nights I hardly sleep when I'm alone Now please don't go, oh no I think of you whenever I'm alone So please don't go [Bridge] Oh-oh-oh (Oh) I sent so many messages you don't reply Oh-oh-oh (Yeah, baby) I gotta figure out, what am I missing, babe? Singing now, oh-oh-oh And I need you now, I need your love (Yeah, baby) Oh, woah [Chorus] Now please don't go (Oh no) I said well most nights I hardly sleep when I'm alone Now please don't go, oh no I think of you whenever I'm alone Ah, so please don't (Please) don't go So please (Please) don't go (Oh no) (Please) Don't go, oh no I think of you whenever I'm alone (Oh) So please don't go [Outro] Mmm, mmm, mmm"
The Temptations,Papa Was A Rollin' Stone - Single Version,2000,soul,"That day I'll always remember, yes I will 'Cause that was the day that my daddy died I never got a chance to see him Never heard nothin' but bad things about him Mama I'm depending on you, to tell me the truth And Momma just hung her head and said ""Son, Papa was a rolling stone Wherever he laid his hat was his home And when he died all he left us was alone Papa was a rolling stone, my son Wherever he laid his hat was his home And when he died all he left us was alone."" Well, well ""Hey Mama, is it true what they say That Papa never worked a day in his life? And Mama, some bad talk goin' round town Sayin' that Papa had three outside children and another wife And that ain't right Heard them talking Papa doing some store front preachin' Talked about saving souls and all the time leaching Dealing in debt, and stealing in the name of the Lord"" Mama just hung her head and said ""Papa was a rolling stone, my son Wherever he laid his hat was his home And when he died all he left us was alone Hey, Papa was a rolling stone, my son Wherever he laid his hat was his home And when he died all he left us was alone."" Uh ""Hey Mama, I heard Papa called himself a jack of all trades Tell me, is that what sent Papa to an early grave? Folks say Papa would beg, borrow, steal to pay his bills Hey Mama, folks say that Papa never was much on thinking Spent most of his time chasing women and drinking Mama I'm depending on you to tell me the truth"" And Momma looked up with a tear in her eye and said ""Son, Papa was a rolling stone (Well, well, well, well) Wherever he laid his hat was his home And when he died all he left us was alone Lone, lone, lone, alone Papa was a rolling stone Wherever he laid his hat was his home And when he died all he left us was alone I said, Papa was a rolling stone, yes he was Wherever he laid his hat was his home And when he died all he left us was alone.."" My daddy was Papa was a rolling stone Wherever he laid his hat was his home"
Ella Fitzgerald,Dream A Little Dream Of Me - Single Version,2007,soul,"Stars shining bright above you Night breezes seem to whisper, ""I love you"" Birds singin' in the sycamore tree Dream a little dream of me Say, ""Nighty-night,"" and kiss me Just hold me tight and tell me you'll miss me While I'm alone and blue as can be Dream a little dream of me [Chorus: Louis Armstrong & Ella Fitzgerald] Stars fading but I linger on, dear (Oh, how you linger on) Still craving your kiss (How you crave my kiss) Now I'm longin' to linger 'til dawn, dear Just saying this (Give me a little kiss, dreams) [Post-Chorus: Ella Fitzgerald] Dreams 'til sunbeams find you Sweet dreams that leave all worries behind you But in your dreams whatevеr they be Dream a littlе dream of me [Chorus: Louis Armstrong] Fading but I linger on, dear Still craving your kiss Yeah, I'm longin' to linger 'til dawn, dear Just saying this [Outro: Both, Louis Armstrong & Ella Fitzgerald] Sweet dreams (Dreamin') 'til sunbeams find you Keep dreaming, gotta keep dreaming Leave the worries behind you But in your dreams, whatever may be You've gotta make me a promise (Oh, yes), promise to me You'll dream, dream a little dream of me"
Sade,Cherish the Day,1992,soul,You're ruling the way that I move And I breathe your air You only can rescue me This is my prayer If you were mine If you were mine I wouldn't want to go to heaven [Chorus] Cherish the day I won't go astray I won't be afraid You won't catch me running You're ruling the way that I move You take my air You show me how deep love can be [Verse 2] You're ruling the way that I move And I breathe your air You only can rescue me This is my prayer [Chorus] Cherish the day I won't go astray I won't be afraid You won't catch me running Cherish the day I won't go astray I won't be afraid Won't run away [Bridge] You show me how deep love can be You show me how deep love can be This is my prayer [Chorus] Cherish the day I won't go astray I won't be afraid Won't run away Won't shy Cherish the day I won't go astray [Outro] I cherish the day I cherish the day I cherish the day I cherish the day I cherish the day
Marvin Gaye,I Want You,1976,soul,"Having struggled to come up with material since releasing Let’s… Read More [Chorus] I want you (And I want you) — the right way (The right way, babe) I want you (Yes, I do) But I want you to want me too (Want me too) Want you to want me, baby (And I want you to do right, baby) Just like I want you (Woo) [Verse 1] Oh, I give you all the love I want in return, sweet darling But half a love is all I feel Ooh, it's too bad, it's just too sad, you don't want me now But I'm going to change your mind, someway, somehow, oh baby [Chorus] I want you — the right way I want you But I want you to want me too I want you to want me, baby Just like I want you Ooh, ooh [Verse 2] This one way love is just a fantasy, oh sugar To share is precious, pure and fair, ooh Don't play with something you should cherish for life, oh baby Don't you want to care? Ain't it lonely out there? [Chorus] I want you (I want you) — the right way (Want you, baby) I want you But I want you to want me too I want you to want me, baby (Oh, I want you to get down, baby) When I get down with you, yeah, darlin', oh, ooh (Just like I want you) [Outro] Get down, baby, woo Have mercy Listen precious, I wanted you For a long time I wanted you More than you can imagine Oh baby, so fine, ow! I want you - the right way, baby I want you, baby But I want you to want me too, baby Gotta, gotta, gotta love me, sugar Oh, the way that I love you Woooo, I want you"
Mary J. Blige,One,2005,soul,"Is it getting better Or do you feel the same? Will it make it easier on you now You got someone to blame? You say one love, one life (One life) It's one need in the night (In the night) One love (One love), we get to share it (Oh) Leaves you darlin', if you don't care for it Mary [Verse 2: Mary J Blige] Did I disappoint you Or leave a bad taste in your mouth? You act like you never had love And you want me to go without? Well, it's too late tonight To drag the past out into the light We're one but we're not the same We get to carry each other, carry each other [Bridge: Bono & Mary J Blige] One, one One, one One, one One, one [Verse 3: Mary J Blige] Have you come here for forgiveness? Have you come to raise the dead? Have you come here to play Jesus To the lepers in your head? Well, did I ask too much, more than a lot? You gave me nothing, now it's all I got We're one but we're not the same See, we hurt each other, then we do it again You say love is a temple, love is a higher law Love is a temple, love is a higher law You ask for me to enter, but then you make me crawl And I can't keep holding on to what you've got 'Cause all you got is hurt [Verse 4: Bono & Mary J Blige] One love, one blood One life, you got to do what you should One life with each other Sisters and my brothers One life but we're not the same We get to carry each other, carry each other [Post-Chorus] One, one One, one One, one [Outro: Mary J. Blige] One love, one love"
LEISURE,Got It Bad,2018,soul,"Girl, you think you got it bad (Da-da-da, da, da-da-da) Girl, you think you got it bad (Da-da-da, da, da-da-da) Girl, you think you got it bad (Da-da-da, da, da-da-da) [Verse 1] Got our different ways with the same old payout Had our own dreams with the same old outcome Had it to extreme and the same old break down Work it to the bone and the same won't happen [Chorus] Girl, you think you got it bad (Da-da-da, da, da-da-da) Girl, you think you got it bad (Da-da-da, da, da-da-da) Girl, you think you got it bad (Da-da-da, da, da-da-da) [Verse 2] Got our different ways with the same old payout Had our own dreams with the same old outcome Had it to extreme and the same old break down Work it to the bone and the same won't happen [Bridge] You like it, like it so bad And now you turn away You like it, like it so bad And now you turn away [Chorus] Girl, you think you got it bad (Da-da-da, da, da-da-da) Girl, you think you got it bad (Da-da-da, da, da-da-da) Girl, you think you got it bad (Da-da-da, da, da-da-da)"
Aretha Franklin,Think,1968,soul,"You better think (Think) Think about what you're trying to do to me Think (Think, think) Let your mind go, let yourself be free [Verse 1] Let's go back, let's go back Let's go way on to way back when I didn't even know you You couldn't have been too much more than ten (Just a child) I ain't no psychiatrist, I ain't no doctor with degrees But it don't take too much high IQ to see what you're doing to me [Chorus] You better think (Think) Think about what you're trying to do to me Yeah, think (Think, think) Let your mind go, let yourself be free [Refrain] 'Cause freedom (Freedom) Stands for freedom (Freedom) Oh, freedom Yeah, freedom, right now Freedom (Freedom) Oh, freedom (Freedom) You need you some freedom Oh, freedom, oh, right now Yeah, think about it! You, think about it! [Verse 2] There ain't nothing you could ask I could answer you but I won't (I won't) But I was gonna change to ""I'm not"" If you keep doing things I don't [Chorus] You better think (Think) Think about what you're trying to do to me Oh oh-oh-oh think (What you're tryna to do to me) (Think) Let your mind go, let yourself be free [Verse 3] People walk around everyday Playing games and taking scores Trying to make other people lose their minds Well, be careful you don't lose yours [Chorus] Oh, think (Think) Think about what you're trying to do to me Wooh! Think (Think) Let your mind go, let yourself be free [Bridge] You need me (Need me) And I need you (Don't you know?) Without each other There ain't nothing either can do [Outro] Oh, yeah, think about it, baby (What you're tryin' do to me) To the bone, baby Think about it right now Yeah, right now (To the bone, for deepness) Oh, right now (To the bone, for deepness) Yeah, right now (To the bone, for deepness) You think about it, baby, baby, baby (To the bone, for deepness) Oh, to the bone, baby (To the bone, for deepness) Yeah, ooh (To the bone, for deepness)"
Frank Ocean,Provider,2017,soul,"Five versions of “Provider”… Read More [Verse 1] Memo finna start actin' out if I don't see him soon Yeah my best friend ain't backin' out, it's still on sight, fool I'm the only one out here on the night loops I'm the only one out here on the night loops Trophy case still light, body need a race stripe And these minerals on my body break light And these reds on my body brake light New man comin' up ahead on his own two Is you a natural blondie like Goku? Sleepin' on my belly in a loop like a serpent Talkin' heads ripplin' on the surface [Pre-Chorus] Eyes low, chin heavy, shoegazer Moonwalkin', R.I.P. Stanley Kubrick You had you some birthdays, could you prove it? Show me the wisdom in your movement Show me some wisdom in your movement [Chorus] Feelings you provide Feelings you provide I know, I know The feelings I, the feelings I know, I Feelings you provide Feelings you provide I know, I know The feelings I know, the feelings I-I, I [Bridge] Tonight I might change my life If you lived like I live You couldn't live without it Said I'd be your new best friend But what more? (Yeah) Ain't too late to walk out (Provide) Ba-da-ooh, ahh (Provide) Oh-ooh, ooh-ooh-ooh Tonight I might change my life All for you, all for you (Provide) [Verse 2] Provided diamond lane that didn't exist Packed the Astro van and brought my kids through (Family) Prada tee on the eldest, throw the Gildan on the children Hand-me-down fits (Yeah) Chest pass, see mist off rotation (Swish, swisha) Stiff smile just like I'm Aphex Twin (Yeah, come to daddy, yeah) Pat the Patagonia pockets, tryna find my zip (Uh, where it's at? Yeah) Blunt twist, tightropes, I'm not fallin' off (Never that, no) Watch friend's GoPro through fisheye lens, drownin' off clear I just saw Jaws, divin' under influence Been feelin' like the Lord's just out of reach for me (For me) How I feel lettin' man speak How I feel lettin' man speak for me (For me) Holyfield, keep your ears split for me Can't show my face if you spit for me (Spit for me, yeah) [Pre-Chorus] Eyes low, chin heavy shoegazer Moonwalkin', R.I.P. Stanley Kubrick You had you some birthdays, could you prove it? Show me the wisdom in your movement Show me some wisdom in your movement [Chorus] Feelings you provide Feelings you provide I know, I know The feelings I, the feelings I know, I Feelings you provide Feelings you provide I know, I know The feelings I know, the feelings I-I, I [Outro] Ooh-oh-ooh, ooh-ooh-ooh Tonight I might change my life All for you, all for you (Provide)"
Bobby Womack,California Dreamin',1969,soul,"All the leaves are brown And the sky is gray I went for a walk On a winter's day I'd be safe and warm If I was in L.A California dreamin' On such a winter's day [Verse 1] Went through the church, just me I stopped along the way When I got down on my bended knee And I began to pray You know the preacher digs a call Cuz he knows I'm gonna stay He knows I'm gonna stay, I told him so California dreamin' [Bridge] Oh, somebody hit me now I wanna go so bad, yeah [Hook] Cos all the leaves are brown And the skies are gray, yeah I went for a walk On a winter's day, oooh ! I'd be safe and warm If i was in L.A California dreamin' On such a winter's day Such a winter's day On such a winter's day, yeah, yeah, woah ! [Outro] California dreamin' California dreamin' Gotta, gotta, gotta get some sunshine Can't believe i blew my mind Gotta get some sunshine California dremaing California dremaing Ohhh, gotta get some California dreamin, ohhhhhh California dreamin' Gotta get to L/A Get some sunshine every day California dreamin' Ohh . . "
Khruangbin,So We Won't Forget,2020,soul,"Ooh, one to remember Writing it down now So we won't forget Ooh, never enough paper Never enough letters So we won't forget [Verse] Call me what you want Call me what you need Words don't have to say Keep it to myself [Chorus] Ooh, every minute Every hour So we won't forget You don't have to be silent Say to remind me So we won't forget Ooh [Bridge] Call me what you want Call me what you need Words don't have to say Keep it to myself Call me what you want Call me what you need Words don't have to say Keep it to myself [Chorus] Ooh, one to remember Writing it down now So we won't forget Ooh, never enough paper Never enough letters So we won't forget Ooh, every minute Every hour So we won't forget You don't have to be silent Say to remind me So we won't forget [Interlude] [Chorus] Ooh, one to remember Writing it down now So we won't forget Ooh, never enough paper Never enough letters So we won't forget Ooh, every minute Every hour So we won't forget You don't have to be silent Say to remind me So we won't forget Ooh [Outro] Ooh, say you remember For I think I've lost it"
The Temptations,Ain't Too Proud To Beg,1966,soul,"The Temptations tapped David Ruffin to sing lead on the song, with Eddie Kendricks, Melvin Franklin, Paul… Read More [Verse 1] I know you wanna leave me But I refuse to let you go If I have to beg and plead for your sympathy I don't mind 'cause you mean that much to me [Chorus] Ain't too proud to beg, sweet darlin' Please don't leave me girl, don't you go Ain't too proud to plead, baby, baby Please don't leave me, girl, don't you go [Verse 2] Now I heard a cryin' man is half a man With no sense of pride But if I have to cry to keep you, I don't mind weepin' If it'll keep you by my side [Chorus] Ain't too proud to beg, sweet darlin' Please don't leave me, girl, don't you go Ain't too proud to plead, baby, baby Please don't leave me, girl, don't you go [Verse 3] If I have to sleep on your doorstep all night and day Just to keep you from walkin' away Let your friends laugh, even this I can stand 'Cause I want to keep you any way I can [Chorus] Ain't too proud to beg, sweet darlin' Please don't leave me, girl, don't you go Ain't too proud to plead, baby, baby Please don't leave me, girl, don't you go [Instrumental Bridge] [Verse 4] Now I've got a love so deep in the pit of my heart And each day it grows more and more I'm not ashamed to come and plead to you, baby If pleadin' keeps you from walkin' out of that door [Chorus] Ain't too proud to beg, sweet darlin' Please don't leave me, girl, don't you go Ain't too proud to plead, baby, baby Please don't leave me, girl, don't you go [Outro] Baby, baby, baby, (Ooh, sweet darlin') Please don't leave me"
ALI,LOST IN PARADISE,2020,soul,"[Verse 1: AKLO] Gotta get it, homie, gotta move it, uh If you gonna do it then 他二の次, ya Everybody just talk, nobody really do it, nah なんならやるまでしとけよ秘密に 誰かと確認なんて不要 自分のジャッジだけで break the walls ド派手な fake やろうより Cool に low に prove them wrong [Pre-Chorus: LEO] I won't give it up, the fight in my life 'Cause my life is living for love I won't give it up, fighting my life Standing off and groove on time (Woo) [Chorus: LEO] Tokyo prison Going to relight your feelings When times get too rough, ooh yeah Night and day are fading Going to relight your feelings There's no time to explain [Post-Chorus: LEO] Ooh-ooh-ooh-ooh-ooh-ooh (Give me your love) Ooh-ooh-ooh-ooh-ooh-ooh (Access to your love) Ooh-ooh-ooh-ooh-ooh-ooh (Oh, yeah) Ooh-ooh-ooh-ooh-ooh-ooh [Verse 2: LEO] Oh, nothing is for real That's how you make me feel I gotta beat this stomping on lovе Ah, pick up my wasted time God might understand Nobody can hold me down [Pre-Chorus: LEO] I won't give it up, fighting my life 'Cause my life is living for love I won't give it up, fighting in my life Standing off and groove on time [Chorus: LEO] Tokyo prison Going to relight your feelings When times get too rough, ooh yeah Night and day are blending Going to relight your feelings Light up every last one of them (Woo) [Post-Chorus: LEO] Ooh-ooh-ooh-ooh-ooh-ooh (Give me your love) Ooh-ooh-ooh-ooh-ooh-ooh (Access to your love) Ooh-ooh-ooh-ooh-ooh-ooh (Hey-hey) Ooh-ooh-ooh-ooh-ooh-ooh [Interlude: Saxophone and Keys Solo] [Verse 3: AKLO] Hey, yeah, また time is ticking 唯一平等 wasting no more 計画なら done するまで not real The illest 頂く称号, yeah 誰かの予想軽々超えてはるか向こう I've done it あれもこれもそれも もし down しても up して on and on, uh 東京 hell から paradise そりゃ勝ちとるためなら gotta fight 今更やわなかけできるわけねぇだろぶちかませ 頭の中から現実に 変換していく綿密に 眠らず action 零時過ぎ この life が生み出す芸術品 [Bridge: LEO] Ah, nothing is for real That's how you make me feel I gotta beat this stomping on love Ah, pick up my wasted time God might understand Nobody can hold me down [Pre-Chorus: LEO] I won't give it up, fighting my life 'Cause my life is living for love I won't give it up, fighting in my life Standing off and groove on time (Woo) [Chorus: LEO] Tokyo prison Going to relight your feelings When times get too rough, oh yeah Night and day are fading Going to relight your feelings There's no time to explain (Woo) [Refrain: LEO] Lost in paradise, night and day are fading out When times get rough, access to your love Lost in paradise, night and day are fading out Keep on dancing now (Hey, hey) [Chorus: LEO] Tokyo prison Going to relight your feelings (Ooh yeah, ooh yeah) Night and day are fading Going to relight your feelings (Yeah) Light up every last one of them (Yeah, yeah, yeah, yeah, yeah) [Post-Chorus: LEO] Ooh-ooh-ooh-ooh-ooh-ooh (Give me your love) Ooh-ooh-ooh-ooh-ooh-ooh (Access to your love) Ooh-ooh-ooh, oh yeah Ooh-ooh-ooh-ooh-ooh-ooh (Oh, give me your love) Oh yeah, yeah, yeah, yeah [Refrain: LEO] Lost in paradise, night and day are fading out When times get too rough, access to your love Lost in paradise, night and day are fading out Keep on dancing now (Hey, eh-eh-eh-eh)"
Durand Jones & The Indications,Witchoo,2021,soul,"Let’s relax, unwind, and groove And let your soul feel the fire If you wanna get higher Any vibe you ride, I’ll provide Like it’s your own fantasy Long as you are with me [Verse 2: Aaron Frazer] I know a place, spinnin’ records ‘til late And my man says he’s workin’ the door I’m on the way, full of anticipation For a chance with you out on the floor [Pre-Chorus: All] Hey! Come through! Bring the crew! Come through! Bring the crew! Come through! Bring the crew! I just wanna be witchoo, ayyyy! [Chorus: Aaron Frazer and Durand Jones] I wanna go 85 With the deuce coupe purrin’ like king of the pride Put the soft top down, they can see me shinin’ Witchoo Baby, witchoo We’ll ball out like we livin’ the life Headed uptown drippin’, lookin’ extra fly And if the drinks keep flowin’, I can go all night Witchoo Baby, witchoo [Verse 3: Durand Jones] I know you came with your friends But who you leaving with? Bodies talk between the lines And we’re both reading it Woo! [Verse 4: Aaron Frazer] Know you can’t wait To get back to my place ‘Cause you been asking where I’m finna go I got the space if you’re bringing the case So tell your friends I got some friends of my own [Pre-Chorus: All] Hey! Come through! Bring the crew! Come through! Bring the crew! Come through! Bring the crew! I just wanna be witchoo, ayyyy! [Chorus: Aaron Frazer and Durand Jones] I wanna go 85 With the deuce coupe purrin’ like king of the pride Put the soft top down, they can see me shinin’ Witchoo Baby, witchoo We’ll ball out like we livin’ the life Headed uptown drippin’, lookin’ extra fly And if the drinks keep flowin’, I can go all night Witchoo Baby, witchoo I wanna go 85 With the deuce coupe purrin’ like king of the pride Put the soft top down, they can see me shinin’ Witchoo Baby, witchoo We’ll ball out like we livin’ the life Headed uptown drippin’, lookin’ extra fly And if the drinks keep flowin’, I can go all night Witchoo Baby, witchoo, yeah! Baby, witchoo [Chorus: All] I wanna go 85 With the deuce coupe purrin’ like king of the pride Put the soft top down, they can see me shinin’ Witchoo Baby, witchoo We’ll ball out like we livin’ the life Headed uptown drippin’, lookin’ extra fly And if the drinks keep flowin’, I can go all night Witchoo Baby, witchoo I wanna go 85 With the deuce coupe purrin’ like king of the pride Put the soft top down, they can see me shinin’ Witchoo Baby, witchoo We’ll ball out like we livin’ the life Headed uptown drippin’, lookin’ extra fly"
Adele,Lovesong,2011,soul,"Whenever I'm alone with you You make me feel like I am home again Whenever I'm alone with you You make me feel like I am whole again [Verse 2] Whenever I'm alone with you You make me feel like I am young again Whenever I'm alone with you You make me feel like I am fun again [Chorus] However far away, I will always love you However long I stay, I will always love you Whatever words I say, I will always love you I will always love you [Verse 3] Whenever I'm alone with you You make me feel like I am free again Whenever I'm alone with you You make me feel like I am clean again [Chorus] However far away, I will always love you However long I stay, I will always love you Whatever words I say, I will always love you I will always love you However far away, I will always love you However long I stay, I will always love you Whatever words I say, I will always love you I'll always love you [Outro] I'll always love you 'Cause I love you Love, love"
PLAZA,All Mine,2017,soul,"One day before its release, the song was previewed with a video teaser on… Read More [Verse 1] Meet me when the sun goes down Ring ring once you get downtown In so deep, baby can't fix this Like a user, baby I'm addicted to it You get in my backseat See you gettin naked in the rearview Oh, I'm up here trippin' off you Glance at the thought I want you Blood is on my hands, but that never stopped me before, baby Yeah, you know it's alright with me, with me, yeah [Chorus] And I hit it, like it's all mine Should've paid that woman more mind Tell me, did you get the news? She ain't fuckin' with you no more And I hit it, like it's all mine Should've paid that woman more mind Tell me, did you get the news? She ain't fuckin' with you no more [Verse 2] All, it's all mine, it's all mine I gotta live by this, can't trust what these women do He shoulda' never trusted you You had me touchin' on your body Tellin' me you belong to nobody I know, everybody's playin' games They all caught up in the blame, I know baby So when you come around looking like this Don't think I don't recognize that shit But every now and then I see a woman that gets me higher Put it all on me like that So weak when you move like that [Chorus] And I hit it, like it's all mine Should've paid that woman more mind (Should've paid that woman) Tell me, did you get the news? She ain't fuckin' with you no more (She ain't fuckin' with you no more) And I hit it, like it's all mine Should've paid that woman more mind (Should've paid that woman) Tell me, did you get the news? She ain't fuckin' with you no more [Bridge] And her body shakes And you'll never know When her body aches But it ain't for you If I only knew the truth Man, I didn't want this all, believe me I would've been so gone, but her sex so strong [Chorus] And I hit it, like it's all mine Should've paid that woman more mind Tell me, did you get the news? (Ah yeah) She ain't fuckin' with you no more (No, she ain't fuckin' with you no more) And I hit it, like it's all mine Should've paid that woman more mind Tell me, did you get the news? (Did you get the news?) She ain't fuckin' with you no more (No, I'm telling you now) And I hit it, like it's all mine (No, I'm telling you now) Should've paid that woman more mind (No, I'm telling you now) Tell me, did you get the news? (No, I'm telling you) She ain't fuckin' with you no more (She's all mine) And I hit it, like it's all mine (And now you know) Should've paid that woman more mind (That you don't treat her right) Tell me, did you get the news? (You don't fuck her right) She ain't fuckin' with you no more (Ooh, you're gonna lose her right now)"
Amy Winehouse,You Know I'm No Good,2006,soul,"Meet you downstairs in the bar and hurt Your rolled-up sleeves and your skull t-shirt You say, ""What did you do with him today?"" And sniffed me out like I was Tanqueray 'Cause you're my fella, my guy Hand me your Stella and fly By the time I'm out the door You tear men down like Roger Moore [Chorus] I cheated myself Like I knew I would I told you I was trouble You know that I'm no good [Verse 2] Upstairs in bed with my ex-boy He's in the place, but I can't get joy Thinkin' on you in the final throes This is when my buzzer goes Run out to meet ya, chips and pita You say, ""When we married"", 'cause you're not bitter ""There'll be none of him no more"" I cried for you on the kitchen floor [Chorus] I cheated myself Like I knew I would I told you I was trouble You know that I'm no good [Instrumental Break] [Verse 3] Sweet reunion, Jamaica and Spain We're like how we were again I'm in the tub, you on the seat Lick your lips as I soap my feet Then you notice likkle carpet burn My stomach drop and my guts churn You shrug, and it's the worst Who truly stuck the knife in first? [Chorus] I cheated myself Like I knew I would I told you I was trouble You know that I'm no good I cheated myself Like I knew I would I told you I was trouble Yeah, you know that I'm no good"
